order,easting,northing,period,cld_st,cld_end,t_sun,Ppip,hab,den_cont,den_int,den_wtt,gap,den_w1,den_w2,den_w3,dist_M5,dist_conif,dist_river,dist_dec,dist_awood,dist_im,den_SE_im,den_SE_dec,den_SE_ah,den_SE_ac,den_PE_im_im,den_PE_ah_im,den_PE_ac_im,den_PE_ac_ac,den_PE_ah_ah
319,303480.991400,106188.237400,137,95,95,1.305,4,int,0.00164,0.00000,0.00004,0.00000,0.00000,0.00167,0.00013,1022.23549,358.05026,0.00000,0.00000,0.00000,30.00000,0.00747,0.00000,0.00000,0.00005,0.00402,0.00000,0.00605,0.00239,0.00000
322,303480.991400,106188.237400,137,95,95,1.339,4,int,0.00164,0.00000,0.00004,0.00000,0.00000,0.00167,0.00013,1022.23549,358.05026,0.00000,0.00000,0.00000,30.00000,0.00747,0.00000,0.00000,0.00005,0.00402,0.00000,0.00605,0.00239,0.00000
358,305580.596500,112398.721100,150,90,95,2.918,4,int,0.00510,0.00186,0.00000,3.02746,0.00001,0.00050,0.00000,789.57086,70.71068,570.08771,70.71068,0.00000,50.00000,0.00656,0.00477,0.00117,0.00000,0.00115,0.00000,0.00586,0.00000,0.00027
375,304905.332400,112818.178700,157,100,75,1.482,4,cont,0.00648,0.00286,0.00000,1.22541,0.00001,0.00064,0.00000,802.03972,10.00000,955.19629,10.00000,6147.32471,98.48858,0.00273,0.00504,0.00547,0.00000,0.00000,0.00000,0.00000,0.00000,0.00102
383,304905.332400,112818.178700,157,100,75,1.526,4,cont,0.00648,0.00286,0.00000,1.22541,0.00001,0.00064,0.00000,1584.37780,10.00000,955.19629,10.00000,6147.32471,98.48858,0.00273,0.00504,0.00547,0.00000,0.00000,0.00000,0.00000,0.00000,0.00102
390,304905.332400,112818.178700,157,100,75,1.574,4,cont,0.00648,0.00286,0.00000,1.22541,0.00001,0.00064,0.00000,789.57086,10.00000,955.19629,10.00000,6147.32471,98.48858,0.00273,0.00504,0.00547,0.00000,0.00000,0.00000,0.00000,0.00000,0.00102
435,310179.951200,115616.110100,171,35,100,3.590,4,int,0.00000,0.00518,0.00030,0.00000,0.00012,0.00207,0.00000,1477.33075,416.17303,588.21765,416.17303,1642.01099,50.00000,0.00239,0.00000,0.00147,0.00011,0.00000,0.00000,0.00438,0.00544,0.00392
450,310205.348700,115418.790500,173,35,100,3.763,4,int,0.00413,0.00447,0.00017,0.00000,0.00012,0.00180,0.00000,1241.91355,372.15588,735.39105,372.15588,1780.89868,72.80110,0.00181,0.00000,0.00602,0.00011,0.00000,0.00000,0.00000,0.00000,0.00758
488,310523.366100,115395.489900,186,35,100,4.098,4,cont,0.00617,0.00417,0.00017,0.00000,0.00012,0.00176,0.00000,1621.27254,300.00000,546.44305,300.00000,1658.46313,98.99495,0.00223,0.00000,0.00189,0.00006,0.00000,0.00000,0.00000,0.00000,0.00448
493,310202.749900,115431.071000,191,100,100,0.892,4,int,0.00409,0.00451,0.00018,0.00000,0.00012,0.00182,0.00049,1183.48733,363.45563,728.01099,363.45563,1772.48413,67.08204,0.00197,0.00000,0.00593,0.00011,0.00000,0.00000,0.00283,0.00369,0.00757
500,310188.854600,115602.608000,192,100,100,1.094,4,int,0.00034,0.00515,0.00029,1.44236,0.00012,0.00205,0.00063,1241.91355,413.40054,599.08264,413.40054,0.00000,40.00000,0.00239,0.00000,0.00160,0.00011,0.00000,0.00000,0.00438,0.00557,0.00434
546,311729.673000,117092.188200,224,0,2,1.624,4,int,0.00969,0.00308,0.00001,0.00000,0.00000,0.00077,0.00004,1318.96489,0.00000,733.48486,0.00000,300.16663,36.05551,0.00864,0.00726,0.00000,0.00000,0.00332,0.00000,0.00068,0.00000,0.00000
571,314416.971800,117279.530000,239,100,100,2.710,4,cont,0.00979,0.00293,0.00025,0.00000,0.00005,0.00137,0.00037,1213.33896,58.30952,212.13203,58.30952,469.57428,36.05551,0.00207,0.00405,0.00189,0.00006,0.00000,0.00093,0.00034,0.00018,0.00393
601,318112.221200,118620.096500,260,90,90,0.734,4,int,0.00000,0.00564,0.00074,2.25452,0.00017,0.00000,0.00074,1615.15199,260.76810,0.00000,0.00000,537.12195,0.00000,0.00000,0.00000,0.00174,0.00011,0.00079,0.00104,0.00801,0.00515,0.00092
714,318942.579800,118535.834900,314,25,80,3.063,4,int,0.00001,0.00459,0.00088,0.00000,0.00013,0.00240,0.00000,826.13507,246.98178,220.00000,0.00000,0.00000,0.00000,0.00777,0.00000,0.00443,0.00001,0.00510,0.00194,0.00114,0.00000,0.00159
727,318941.192700,118536.968900,315,100,90,0.859,4,int,0.00001,0.00460,0.00088,0.00000,0.00000,0.00240,0.00000,1626.72862,0.00000,220.00000,246.98178,451.88495,0.00000,0.00000,0.00000,0.00441,0.00001,0.00507,0.00202,0.00000,0.00000,0.00170
766,319793.444800,119093.164300,338,50,5,2.636,4,int,0.00000,0.00405,0.00104,2.35671,0.00010,0.00000,0.00033,1511.97428,250.19992,308.05844,250.19992,1346.47693,0.00000,0.00826,0.00000,0.00407,0.00005,0.00000,0.00000,0.00235,0.00000,0.00179
880,320290.856600,121288.865900,377,10,2,1.873,4,int,0.00000,0.00300,0.00075,0.00000,0.00003,0.00206,0.00000,1395.14733,0.00000,298.32867,0.00000,0.00000,0.00000,0.00876,0.00000,0.00495,0.00004,0.00154,0.00243,0.00620,0.00000,0.00430
889,320302.669800,121326.500700,378,10,2,1.971,4,int,0.00000,0.00302,0.00075,0.00000,0.00003,0.00206,0.00000,1501.66886,0.00000,290.17236,0.00000,0.00000,0.00000,0.00874,0.00000,0.00602,0.00003,0.00135,0.00259,0.00620,0.00000,0.00371
893,320321.810300,121384.043300,378,10,2,1.989,4,int,0.00000,0.00304,0.00075,0.00000,0.00003,0.00206,0.00000,1614.08818,0.00000,278.92651,0.00000,0.00000,0.00000,0.00803,0.00000,0.00809,0.00003,0.00135,0.00308,0.00561,0.00000,0.00450
919,320450.595500,121905.935800,391,10,2,2.524,4,wtt,0.00064,0.00266,0.00075,0.00000,0.00003,0.00000,0.00000,642.07042,133.41664,230.00000,133.41664,3783.59619,85.44004,0.01041,0.00083,0.00080,0.00002,0.00000,0.00080,0.00130,0.00000,0.00119
926,320679.665500,122149.337200,395,10,2,2.850,4,int,0.00000,0.00197,0.00000,0.00000,0.00001,0.00000,0.00000,1612.78682,395.60080,30.00000,395.60080,0.00000,0.00000,0.00861,0.00000,0.00351,0.00001,0.00000,0.00113,0.00217,0.00000,0.00113
930,320678.279100,122150.470700,396,90,10,0.549,4,int,0.00000,0.00197,0.00057,2.06191,0.00001,0.00000,0.00000,865.07737,395.60080,30.00000,395.60080,3920.12744,0.00000,0.00797,0.00000,0.00351,0.00001,0.00023,0.00108,0.00206,0.00000,0.00113
958,320342.509100,121497.175200,407,90,10,1.350,4,int,0.00000,0.00305,0.00075,0.00000,0.00003,0.00000,0.00004,1009.05201,233.45235,269.25824,233.45235,0.00000,110.00000,0.00444,0.00000,0.00865,0.00006,0.00000,0.00266,0.00282,0.00166,0.00615
991,320291.592800,121291.079100,413,90,10,1.657,4,int,0.00000,0.00300,0.00075,0.00000,0.00003,0.00206,0.00004,811.15133,412.31058,298.32867,412.31058,0.00000,0.00000,0.00876,0.00000,0.00000,0.00004,0.00000,0.00243,0.00616,0.00000,0.00430
994,320265.705800,121205.834000,414,90,10,1.682,4,int,0.00000,0.00297,0.00071,0.00000,0.00003,0.00000,0.00000,811.15133,0.00000,320.00000,341.76016,0.00000,0.00000,0.00843,0.00000,0.00535,0.00004,0.00000,0.00161,0.00577,0.00000,0.00380
1006,322441.479800,120462.000900,421,95,95,1.780,4,cont,0.00388,0.00134,0.00000,0.00000,0.00004,0.00059,0.00012,1602.12303,630.71387,67.08204,0.00000,0.00000,0.00000,0.00242,0.00000,0.00849,0.00000,0.00000,0.00853,0.00029,0.00000,0.00000
1012,322471.972200,119873.163300,428,95,95,2.405,4,cont,0.00575,0.00179,0.00010,0.00000,0.00004,0.00091,0.00012,629.52593,317.80496,36.05551,0.00000,0.00000,0.00000,0.01036,0.00000,0.00207,0.00000,0.00618,0.00349,0.00000,0.00000,0.00000
1045,322474.794100,119546.119700,432,95,95,2.730,4,cont,0.00685,0.00149,0.00009,0.00000,0.00004,0.00000,0.00009,1419.47926,327.56677,89.44272,327.56677,894.70667,0.00000,0.00000,0.00000,0.00442,0.00000,0.00000,0.00781,0.00000,0.00000,0.00000
1081,322469.490000,119660.760900,447,0,0,0.863,4,cont,0.00750,0.00164,0.00009,0.00000,0.00004,0.00088,0.00012,1508.00196,296.14185,22.36068,296.14185,1007.22394,0.00000,0.00000,0.00000,0.00374,0.00000,0.00000,0.00664,0.00000,0.00000,0.00000
1198,329944.064200,129780.962400,490,40,40,1.461,4,wtt,0.00000,0.00346,0.00134,0.00000,0.00052,0.00246,0.00002,1232.05373,1367.40625,0.00000,0.00000,11345.68164,0.00000,0.01065,0.00000,0.00128,0.00000,0.00530,0.00236,0.00000,0.00000,0.00000
1210,329638.274700,130073.195900,495,40,40,1.814,4,int,0.00120,0.00000,0.00109,0.00000,0.00040,0.00195,0.00002,1414.83915,1340.14929,290.68884,1340.14929,11457.68262,10.00000,0.00311,0.00000,0.00398,0.00004,0.00313,0.00159,0.00285,0.00000,0.00174
1328,330189.819200,129400.582600,524,30,30,0.680,4,int,0.00033,0.00000,0.00119,4.18729,0.00045,0.00000,0.00002,1007.68208,1259.36487,514.29565,1259.36487,11135.42578,0.00000,0.00750,0.00000,0.00335,0.00000,0.00305,0.00000,0.00000,0.00000,0.00000
1329,329884.753200,129078.840200,524,30,30,0.956,4,int,0.00000,0.00000,0.00117,0.92345,0.00055,0.00220,0.00010,1007.68208,1056.78760,566.12720,1056.78760,10707.27344,44.72136,0.00448,0.00000,0.00470,0.00003,0.00056,0.00000,0.00389,0.00193,0.00268
1344,329473.353700,129134.502500,530,30,30,1.501,4,int,0.00000,0.00000,0.00122,0.92345,0.00049,0.00216,0.00010,804.82305,670.82037,361.24783,0.00000,10550.07617,261.72504,0.00000,0.00000,0.00537,0.00014,0.00000,0.00000,0.00000,0.01093,0.00724
1347,329454.462100,129136.985400,533,30,30,1.533,4,int,0.00000,0.00000,0.00000,0.92345,0.00049,0.00215,0.00010,810.03552,653.06970,360.13885,0.00000,10540.61230,256.12497,0.00000,0.00000,0.00519,0.00015,0.00000,0.00000,0.00000,0.01161,0.00690
1359,329454.462100,129136.985400,533,30,30,1.603,4,int,0.00000,0.00000,0.00000,0.92345,0.00049,0.00215,0.00010,810.03552,653.06970,360.13885,0.00000,10540.61230,256.12497,0.00000,0.00000,0.00519,0.00015,0.00000,0.00000,0.00000,0.01161,0.00690
1364,329454.462100,129136.985400,533,30,30,1.636,4,int,0.00000,0.00000,0.00000,0.92345,0.00049,0.00215,0.00010,1216.71949,653.06970,360.13885,0.00000,10540.61230,256.12497,0.00000,0.00000,0.00519,0.00015,0.00000,0.00000,0.00000,0.01161,0.00690
1365,329454.462100,129136.985400,533,30,30,1.641,4,int,0.00000,0.00000,0.00000,0.92345,0.00049,0.00215,0.00010,991.63809,653.06970,360.13885,0.00000,10540.61230,256.12497,0.00000,0.00000,0.00519,0.00015,0.00000,0.00000,0.00000,0.01161,0.00690
1376,329264.540900,129139.588000,536,30,30,1.726,4,int,0.00000,0.00000,0.00000,0.00000,0.00046,0.00155,0.00010,636.18216,468.40155,370.00000,0.00000,10461.07520,181.10770,0.00005,0.00000,0.00162,0.00016,0.00000,0.00000,0.00000,0.00000,0.00223
1381,329263.154600,129140.719200,536,30,30,1.746,4,int,0.00000,0.00000,0.00000,0.00000,0.00046,0.00152,0.00010,618.08965,468.40155,370.00000,0.00000,10461.07520,181.10770,0.00000,0.00000,0.00154,0.00016,0.00000,0.00000,0.00000,0.00000,0.00206
1387,329224.640200,129143.472300,544,30,30,1.789,4,int,0.00000,0.00233,0.00076,0.00000,0.00000,0.00143,0.00010,991.63809,430.11627,370.54016,430.11627,10442.82031,160.00000,0.00000,0.00000,0.00131,0.00016,0.00000,0.00000,0.00000,0.00000,0.00152
1427,330819.871200,132683.168900,550,0,0,2.171,4,wtt,0.00000,0.00145,0.00046,0.84191,0.00013,0.00075,0.00020,1203.01199,335.26108,108.16654,335.26108,14319.95801,183.57559,0.00058,0.00000,0.00556,0.00001,0.00000,0.00009,0.00000,0.00000,0.00065
1456,336546.137300,157987.087600,566,85,85,0.642,4,int,0.00368,0.00095,0.00008,1.09906,0.00013,0.00057,0.00008,1618.05298,70.00000,1361.24939,70.00000,446.87805,0.00000,0.00678,0.00066,0.00000,0.00004,0.00159,0.00021,0.00423,0.00069,0.00000
1463,336733.825300,158059.279500,570,85,85,0.829,4,int,0.00321,0.00109,0.00008,1.09906,0.00015,0.00061,0.00008,1487.31009,200.99751,1263.96204,200.99751,568.59479,14.14214,0.00000,0.00059,0.00330,0.00005,0.00018,0.00078,0.00170,0.00053,0.00119
1520,338896.816300,158198.662900,604,50,80,1.758,4,cont,0.00126,0.00232,0.00063,0.00000,0.00006,0.00122,0.00009,1027.00896,540.83270,749.53320,540.83270,1207.84937,0.00000,0.01503,0.00000,0.00587,0.00000,0.01209,0.00785,0.00000,0.00000,0.00000
30,296176.313400,96878.309100,4,2,2,2.277,5,int,0.00000,0.00272,0.00062,0.92188,0.00008,0.00129,0.00024,1221.55025,278.02878,629.68243,278.02878,853.75641,0.00000,0.00907,0.00000,0.00353,0.00004,0.00211,0.00361,0.00360,0.00199,0.00116
48,295838.519700,96709.295200,10,2,2,2.740,5,int,0.00000,0.00219,0.00062,0.00000,0.00000,0.00000,0.00023,1562.43756,547.08319,366.87872,0.00000,670.82037,80.62257,0.00369,0.00000,0.00647,0.00006,0.00000,0.00000,0.00375,0.00405,0.00000
67,295839.202700,96708.169200,23,99,99,0.876,5,int,0.00000,0.00219,0.00062,0.00000,0.00000,0.00000,0.00000,1582.06093,547.08319,366.87872,547.08319,660.98413,0.00000,0.00369,0.00000,0.00647,0.00006,0.00000,0.00000,0.00375,0.00000,0.00000
115,296913.973100,99250.804100,49,90,75,1.619,5,cont,0.00848,0.00170,0.00008,0.00000,0.00030,0.00044,0.00000,717.51075,0.00000,916.62427,0.00000,984.12396,294.10883,0.00000,0.00771,0.00442,0.00004,0.00000,0.00000,0.00000,0.00000,0.00208
174,300494.117000,102124.428800,74,85,85,1.988,5,int,0.00127,0.00161,0.00006,0.00000,0.00000,0.00000,0.00003,1622.96262,189.73666,852.11499,189.73666,0.00000,0.00000,0.01503,0.00000,0.00176,0.00000,0.00896,0.00332,0.00000,0.00000,0.00000
202,302418.318000,103748.700100,80,0,0,2.184,5,int,0.00000,0.00284,0.00000,0.00000,0.00003,0.00000,0.00006,1427.07446,427.55118,520.38446,0.00000,0.00000,131.52946,0.00098,0.00000,0.00445,0.00001,0.00000,0.00101,0.00000,0.00000,0.00099
205,302418.318000,103748.700100,80,0,0,2.202,5,int,0.00000,0.00284,0.00000,0.00000,0.00003,0.00000,0.00006,1427.44771,427.55118,520.38446,0.00000,0.00000,131.52946,0.00098,0.00000,0.00445,0.00001,0.00000,0.00101,0.00000,0.00000,0.00099
225,302730.259300,103475.893800,87,0,0,2.743,5,int,0.00117,0.00250,0.00000,0.00000,0.00003,0.00000,0.00006,1019.67474,219.31712,170.00000,219.31712,1872.43152,0.00000,0.01260,0.00000,0.00169,0.00002,0.00000,0.00000,0.00165,0.00000,0.00002
254,302416.288600,103753.187500,101,80,60,1.483,5,int,0.00000,0.00284,0.00000,0.00000,0.00003,0.00000,0.00006,1212.51536,427.55118,520.86469,427.55118,1545.47729,131.52946,0.00101,0.00000,0.00000,0.00000,0.00000,0.00101,0.00000,0.00000,0.00099
258,302416.288600,103753.187500,101,80,60,1.518,5,int,0.00000,0.00284,0.00000,0.00000,0.00003,0.00000,0.00006,1171.44816,427.55118,520.86469,427.55118,1545.47729,131.52946,0.00101,0.00000,0.00000,0.00000,0.00000,0.00101,0.00000,0.00000,0.00099
290,303801.343700,105918.672200,125,95,95,0.764,5,int,0.00113,0.00000,0.00004,0.00000,0.00000,0.00167,0.00013,1215.20314,510.09802,422.01895,510.09802,0.00000,20.00000,0.00000,0.00000,0.00179,0.00005,0.00187,0.00219,0.00426,0.00151,0.00020
350,304908.144600,112818.127100,148,90,95,1.923,5,cont,0.00677,0.00000,0.00000,1.22541,0.00001,0.00064,0.00007,1584.37780,10.00000,964.62427,10.00000,6147.32471,98.48858,0.00273,0.00504,0.00547,0.00000,0.00000,0.00000,0.00000,0.00000,0.00102
363,305580.596500,112398.721100,151,100,75,0.778,5,int,0.00510,0.00186,0.00000,3.02746,0.00001,0.00050,0.00000,789.57086,70.71068,570.08771,70.71068,0.00000,50.00000,0.00656,0.00477,0.00117,0.00000,0.00115,0.00000,0.00586,0.00000,0.00027
395,304905.332400,112818.178700,157,100,75,1.596,5,cont,0.00648,0.00286,0.00000,1.22541,0.00001,0.00064,0.00000,789.57086,10.00000,955.19629,10.00000,6147.32471,98.48858,0.00273,0.00504,0.00547,0.00000,0.00000,0.00000,0.00000,0.00000,0.00102
397,304905.332400,112818.178700,157,100,75,1.611,5,cont,0.00648,0.00286,0.00000,1.22541,0.00001,0.00064,0.00000,789.57086,10.00000,955.19629,10.00000,6147.32471,98.48858,0.00273,0.00504,0.00547,0.00000,0.00000,0.00000,0.00000,0.00000,0.00102
401,304905.332400,112818.178700,157,100,75,1.628,5,cont,0.00648,0.00286,0.00000,1.22541,0.00001,0.00064,0.00000,789.57086,10.00000,955.19629,10.00000,6147.32471,98.48858,0.00273,0.00504,0.00547,0.00000,0.00000,0.00000,0.00000,0.00000,0.00102
425,310179.951200,115616.110100,171,35,100,3.446,5,int,0.00000,0.00518,0.00030,0.00000,0.00012,0.00207,0.00000,1621.27254,416.17303,588.21765,416.17303,1642.01099,50.00000,0.00239,0.00000,0.00147,0.00011,0.00000,0.00000,0.00438,0.00544,0.00392
446,310205.348700,115418.790500,173,35,100,3.715,5,int,0.00413,0.00447,0.00017,0.00000,0.00012,0.00180,0.00000,1514.21941,372.15588,735.39105,372.15588,1780.89868,72.80110,0.00181,0.00000,0.00602,0.00011,0.00000,0.00000,0.00000,0.00000,0.00758
449,310205.348700,115418.790500,173,35,100,3.758,5,int,0.00413,0.00447,0.00017,0.00000,0.00012,0.00180,0.00000,1241.91355,372.15588,735.39105,372.15588,1780.89868,72.80110,0.00181,0.00000,0.00602,0.00011,0.00000,0.00000,0.00000,0.00000,0.00758
480,310523.366100,115395.489900,186,35,100,4.012,5,cont,0.00617,0.00417,0.00017,0.00000,0.00012,0.00176,0.00000,1621.27254,300.00000,546.44305,300.00000,1658.46313,98.99495,0.00223,0.00000,0.00189,0.00006,0.00000,0.00000,0.00000,0.00000,0.00448
484,310523.366100,115395.489900,186,35,100,4.038,5,cont,0.00617,0.00417,0.00017,0.00000,0.00012,0.00176,0.00000,1621.27254,300.00000,546.44305,300.00000,1658.46313,98.99495,0.00223,0.00000,0.00189,0.00006,0.00000,0.00000,0.00000,0.00000,0.00448
581,314442.681300,117517.134900,248,100,100,1.002,5,cont,0.01369,0.00329,0.00025,0.00000,0.00005,0.00145,0.00037,1526.29430,20.00000,130.00000,20.00000,450.00000,0.00000,0.00125,0.00680,0.00484,0.00001,0.00000,0.00199,0.00000,0.00067,0.00001
655,318169.032400,120878.223600,290,0,0,1.561,5,wtt,0.00000,0.00277,0.00032,0.00000,0.00000,0.00122,0.00000,644.21554,560.89215,180.00000,560.89215,2517.93555,223.60680,0.00000,0.00000,0.00000,0.00004,0.00000,0.00000,0.00000,0.00000,0.00000
702,318981.281300,118898.939800,305,25,80,2.602,5,int,0.00279,0.00588,0.00000,0.00000,0.00011,0.00282,0.00000,1169.86973,0.00000,271.66156,0.00000,0.00000,0.00000,0.00000,0.00000,0.00087,0.00000,0.00000,0.00087,0.00448,0.00000,0.00098
708,319000.409400,118819.669400,305,25,80,2.632,5,cont,0.00279,0.00558,0.00000,0.00000,0.00011,0.00281,0.00000,1222.75961,0.00000,292.74564,0.00000,0.00000,0.00000,0.00000,0.00000,0.00333,0.00000,0.00000,0.00232,0.00328,0.00000,0.00263
715,318942.579800,118535.834900,314,25,80,3.068,5,int,0.00001,0.00459,0.00088,0.00000,0.00013,0.00240,0.00000,826.13507,246.98178,220.00000,0.00000,0.00000,0.00000,0.00777,0.00000,0.00443,0.00001,0.00510,0.00194,0.00114,0.00000,0.00159
866,320290.856600,121288.865900,377,10,2,1.787,5,int,0.00000,0.00300,0.00075,0.00000,0.00003,0.00206,0.00000,1325.72486,0.00000,298.32867,0.00000,0.00000,0.00000,0.00876,0.00000,0.00495,0.00004,0.00154,0.00243,0.00620,0.00000,0.00430
876,320290.856600,121288.865900,377,10,2,1.844,5,int,0.00000,0.00300,0.00075,0.00000,0.00003,0.00206,0.00000,809.05034,0.00000,298.32867,0.00000,0.00000,0.00000,0.00876,0.00000,0.00495,0.00004,0.00154,0.00243,0.00620,0.00000,0.00430
898,320338.280800,121496.128100,382,10,2,2.147,5,int,0.00000,0.00305,0.00075,1.87709,0.00003,0.00206,0.00000,758.42643,0.00000,269.25824,233.45235,0.00000,110.00000,0.00435,0.00000,0.00868,0.00006,0.00055,0.00267,0.00282,0.00139,0.00606
957,320342.509100,121497.175200,407,90,10,1.347,5,int,0.00000,0.00305,0.00075,0.00000,0.00003,0.00000,0.00004,1009.05201,233.45235,269.25824,233.45235,0.00000,110.00000,0.00444,0.00000,0.00865,0.00006,0.00000,0.00266,0.00282,0.00166,0.00615
959,320342.509100,121497.175200,407,90,10,1.358,5,int,0.00000,0.00305,0.00075,0.00000,0.00003,0.00000,0.00004,1009.05201,233.45235,269.25824,233.45235,0.00000,110.00000,0.00444,0.00000,0.00865,0.00006,0.00000,0.00266,0.00282,0.00166,0.00615
995,320260.535100,121189.229800,414,90,10,1.685,5,int,0.00000,0.00298,0.00070,0.00000,0.00003,0.00000,0.00000,811.15133,0.00000,317.80496,319.53091,0.00000,0.00000,0.00769,0.00000,0.00547,0.00004,0.00000,0.00096,0.00581,0.00000,0.00386
1053,322474.710800,119540.559800,439,95,95,2.761,5,cont,0.00675,0.00148,0.00009,0.00000,0.00004,0.00000,0.00008,1412.85026,332.86633,90.00000,332.86633,894.70667,0.00000,0.00000,0.00000,0.00442,0.00000,0.00000,0.00781,0.00000,0.00000,0.00000
1056,322474.710800,119540.559800,439,95,95,2.849,5,cont,0.00675,0.00148,0.00009,0.00000,0.00004,0.00000,0.00008,1412.85026,332.86633,90.00000,332.86633,894.70667,0.00000,0.00000,0.00000,0.00442,0.00000,0.00000,0.00781,0.00000,0.00000,0.00000
1062,322491.449500,119439.094200,440,0,0,0.596,5,cont,0.00705,0.00133,0.00008,0.00000,0.00004,0.00000,0.00007,1506.53211,364.00549,58.30952,364.00549,796.05273,0.00000,0.00000,0.00000,0.00903,0.00000,0.00000,0.00838,0.00000,0.00000,0.00000
1067,322478.590200,119518.256600,441,0,0,0.695,5,cont,0.00834,0.00145,0.00009,0.00000,0.00004,0.00000,0.00008,1404.23080,344.09302,80.62257,344.09302,876.64130,0.00000,0.00000,0.00000,0.00501,0.00000,0.00000,0.00811,0.00000,0.00000,0.00000
1116,329048.980500,129163.682700,462,5,60,1.594,5,int,0.00100,0.00000,0.00000,0.00000,0.00046,0.00063,0.00007,813.67648,274.59061,370.13510,274.59061,0.00000,0.00000,0.00000,0.00000,0.00000,0.00012,0.00000,0.00000,0.00525,0.00000,0.00000
1121,329064.413600,129164.582600,465,5,60,1.642,5,int,0.00100,0.00000,0.00000,0.00000,0.00046,0.00068,0.00007,815.64662,291.54761,360.00000,291.54761,0.00000,0.00000,0.00148,0.00000,0.00000,0.00013,0.00000,0.00000,0.00520,0.00794,0.00000
1126,329064.413600,129164.582600,465,5,60,1.685,5,int,0.00100,0.00000,0.00000,0.00000,0.00046,0.00068,0.00007,604.28336,291.54761,360.00000,291.54761,0.00000,0.00000,0.00148,0.00000,0.00000,0.00013,0.00000,0.00000,0.00520,0.00794,0.00000
1127,329064.413600,129164.582600,465,5,60,1.689,5,int,0.00100,0.00000,0.00000,0.00000,0.00046,0.00068,0.00007,609.02232,291.54761,360.00000,291.54761,0.00000,0.00000,0.00148,0.00000,0.00000,0.00013,0.00000,0.00000,0.00520,0.00794,0.00000
1158,329730.053100,129094.293400,474,5,60,2.507,5,int,0.00000,0.00000,0.00000,0.00000,0.00056,0.00228,0.00010,1009.19449,913.50970,475.39456,913.50970,10636.02344,0.00000,0.00009,0.00000,0.00619,0.00004,0.00000,0.00000,0.00014,0.00000,0.00619
1212,329638.274700,130073.195900,495,40,40,1.825,5,int,0.00120,0.00000,0.00109,0.00000,0.00040,0.00195,0.00002,1415.47613,1340.14929,290.68884,1340.14929,11457.68262,10.00000,0.00311,0.00000,0.00398,0.00004,0.00313,0.00159,0.00285,0.00000,0.00174
1217,329638.274700,130073.195900,495,40,40,1.853,5,int,0.00120,0.00000,0.00109,0.00000,0.00040,0.00195,0.00002,1415.47613,1340.14929,290.68884,1340.14929,11457.68262,10.00000,0.00311,0.00000,0.00398,0.00004,0.00313,0.00159,0.00285,0.00000,0.00174
1262,329412.135100,130038.472500,501,100,100,1.743,5,wtt,0.00000,0.00000,0.00082,1.21171,0.00039,0.00161,0.00003,1009.19449,1187.01306,414.00482,1187.01306,11333.29590,0.00000,0.00692,0.00000,0.00108,0.00005,0.00403,0.00040,0.00542,0.00000,0.00187
